fdn,attributes
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=7","GeranFreqGroupRelationId=7,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=8","GeranFreqGroupRelationId=8,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=9","GeranFreqGroupRelationId=9,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=10","GeranFreqGroupRelationId=10,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=11","GeranFreqGroupRelationId=11,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=12","GeranFreqGroupRelationId=12,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=13","GeranFreqGroupRelationId=13,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=14","GeranFreqGroupRelationId=14,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=15","GeranFreqGroupRelationId=15,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,GeranFreqGroupRelation=16","GeranFreqGroupRelationId=16,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=1","GeranFreqGroupRelationId=1,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=2","GeranFreqGroupRelationId=2,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=3","GeranFreqGroupRelationId=3,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=4","GeranFreqGroupRelationId=4,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=5","GeranFreqGroupRelationId=5,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=6","GeranFreqGroupRelationId=6,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=7","GeranFreqGroupRelationId=7,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=8","GeranFreqGroupRelationId=8,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=9","GeranFreqGroupRelationId=9,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=10","GeranFreqGroupRelationId=10,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=11","GeranFreqGroupRelationId=11,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=12","GeranFreqGroupRelationId=12,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=13","GeranFreqGroupRelationId=13,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=14","GeranFreqGroupRelationId=14,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=15","GeranFreqGroupRelationId=15,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,GeranFreqGroupRelation=16","GeranFreqGroupRelationId=16,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=1","GeranFreqGroupRelationId=1,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=2","GeranFreqGroupRelationId=2,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=3","GeranFreqGroupRelationId=3,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=4","GeranFreqGroupRelationId=4,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=5","GeranFreqGroupRelationId=5,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=6","GeranFreqGroupRelationId=6,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=7","GeranFreqGroupRelationId=7,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=8","GeranFreqGroupRelationId=8,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=9","GeranFreqGroupRelationId=9,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=10","GeranFreqGroupRelationId=10,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=11","GeranFreqGroupRelationId=11,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=12","GeranFreqGroupRelationId=12,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=13","GeranFreqGroupRelationId=13,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=14","GeranFreqGroupRelationId=14,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=15","GeranFreqGroupRelationId=15,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,GeranFreqGroupRelation=16","GeranFreqGroupRelationId=16,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=1","GeranFreqGroupRelationId=1,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=2","GeranFreqGroupRelationId=2,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=3","GeranFreqGroupRelationId=3,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=4","GeranFreqGroupRelationId=4,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=5","GeranFreqGroupRelationId=5,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=6","GeranFreqGroupRelationId=6,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=7","GeranFreqGroupRelationId=7,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=8","GeranFreqGroupRelationId=8,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=9","GeranFreqGroupRelationId=9,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=10","GeranFreqGroupRelationId=10,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=11","GeranFreqGroupRelationId=11,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=12","GeranFreqGroupRelationId=12,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=13","GeranFreqGroupRelationId=13,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=14","GeranFreqGroupRelationId=14,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=15","GeranFreqGroupRelationId=15,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,GeranFreqGroupRelation=16","GeranFreqGroupRelationId=16,geranFreqGroupRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,GeraNetwork=1,GeranFreqGroup=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100","UtranFrequencyId=100,arfcnValueUtranDl=100"
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,UtranFreqRelation=1","UtranFreqRelationId=1,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,UtranFreqRelation=2","UtranFreqRelationId=2,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,UtranFreqRelation=3","UtranFreqRelationId=3,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,UtranFreqRelation=4","UtranFreqRelationId=4,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,UtranFreqRelation=5","UtranFreqRelationId=5,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test1,UtranFreqRelation=6","UtranFreqRelationId=6,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,UtranFreqRelation=1","UtranFreqRelationId=1,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,UtranFreqRelation=2","UtranFreqRelationId=2,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,UtranFreqRelation=3","UtranFreqRelationId=3,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,UtranFreqRelation=4","UtranFreqRelationId=4,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,UtranFreqRelation=5","UtranFreqRelationId=5,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test2,UtranFreqRelation=6","UtranFreqRelationId=6,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,UtranFreqRelation=1","UtranFreqRelationId=1,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,UtranFreqRelation=2","UtranFreqRelationId=2,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,UtranFreqRelation=3","UtranFreqRelationId=3,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,UtranFreqRelation=4","UtranFreqRelationId=4,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,UtranFreqRelation=5","UtranFreqRelationId=5,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test3,UtranFreqRelation=6","UtranFreqRelationId=6,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,UtranFreqRelation=1","UtranFreqRelationId=1,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,UtranFreqRelation=2","UtranFreqRelationId=2,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
"SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=test4,UtranFreqRelation=3","UtranFreqRelationId=3,utranFrequencyRef=""SubNetwork=LTE01,MeContext=LTE01ERBS00160,ManagedElement=1,ENodeBFunction=1,UtraNetwork=1,UtranFrequency=100"""
